Date_of_journey,Journey_day,Airline,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Fare
2023-01-23,Monday,SpiceJet,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Mumbai,2.0833,5794
2023-01-29,Sunday,Vistara,Business,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,15.1667,69382
2023-02-10,Friday,Vistara,Economy,Delhi,12 PM - 6 PM,2+-stop,After 6 PM,Kolkata,30.5,16757
2023-02-28,Tuesday,Indigo,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,4.1667,5517
2023-02-20,Monday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,10.0,8388
2023-02-01,Wednesday,Air India,Business,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Hyderabad,16.1667,56671
2023-01-27,Friday,Air India,Business,Hyderabad,After 6 PM,1-stop,After 6 PM,Bangalore,22.0,56825
2023-01-24,Tuesday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,13.5833,14373
2023-02-26,Sunday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,16.5833,10071
2023-01-16,Monday,SpiceJet,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,7.0833,10143
2023-03-04,Saturday,AllianceAir,Economy,Hyderabad,After 6 PM,non-stop,After 6 PM,Bangalore,1.5833,3423
2023-02-16,Thursday,Vistara,Business,Ahmedabad,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,17.4167,49460
2023-02-02,Thursday,Vistara,Premium Economy,Hyderabad,12 PM - 6 PM,2+-stop,6 AM - 12 PM,Mumbai,20.4167,15139
2023-02-06,Monday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,7.1667,59561
2023-01-28,Saturday,Indigo,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,6.4167,5724
2023-02-04,Saturday,Air India,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,12.0,57666
2023-01-20,Friday,Air India,Business,Kolkata,6 AM - 12 PM,1-stop,Before 6 AM,Mumbai,14.25,50289
2023-01-30,Monday,Air India,Economy,Kolkata,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Ahmedabad,23.6667,13164
2023-02-26,Sunday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,15.1667,6605
2023-03-04,Saturday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,12.25,44304
2023-02-25,Saturday,Air India,Business,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,10.3333,54879
2023-02-25,Saturday,Vistara,Premium Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Ahmedabad,26.3333,9629
2023-02-13,Monday,Vistara,Economy,Bangalore,6 AM - 12 PM,2+-stop,After 6 PM,Delhi,11.9167,8451
2023-01-19,Thursday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,20.9167,17523
2023-03-02,Thursday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,11.4167,51617
2023-01-16,Monday,Air India,Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,16.0833,9634
2023-01-16,Monday,AirAsia,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,3.0,5236
2023-02-12,Sunday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.8333,10235
2023-01-23,Monday,Indigo,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Chennai,6.0833,4288
2023-01-28,Saturday,Air India,Business,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,17.8333,50289
2023-02-22,Wednesday,Vistara,Business,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,9.5833,53257
2023-02-03,Friday,Indigo,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Kolkata,7.0,5203
2023-02-03,Friday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.8333,18504
2023-02-09,Thursday,Vistara,Premium Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Chennai,23.8333,16819
2023-03-04,Saturday,Vistara,Premium Economy,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,10.25,19081
2023-02-23,Thursday,Indigo,Economy,Kolkata,After 6 PM,non-stop,Before 6 AM,Bangalore,2.6667,7557
2023-03-01,Wednesday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,23.6667,10381
2023-01-27,Friday,Air India,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,10.5833,11828
2023-01-24,Tuesday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,34.0,12527
2023-01-20,Friday,Indigo,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Kolkata,6.6667,8831
2023-02-27,Monday,AkasaAir,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,1.75,2468
2023-01-22,Sunday,Vistara,Business,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Delhi,16.0,73137
2023-01-18,Wednesday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.75,11516
2023-02-24,Friday,Indigo,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Chennai,1.1667,2819
2023-01-25,Wednesday,Vistara,Economy,Bangalore,6 AM - 12 PM,2+-stop,After 6 PM,Ahmedabad,31.9167,17420
2023-01-16,Monday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,8.5833,49918
2023-01-26,Thursday,SpiceJet,Economy,Kolkata,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,2.25,7320
2023-01-20,Friday,Air India,Business,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,15.9167,59021
2023-03-04,Saturday,GO FIRST,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.8333,9855
2023-02-20,Monday,Vistara,Business,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,14.6667,42716
2023-02-13,Monday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,14.0,52215
2023-01-26,Thursday,Vistara,Business,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Bangalore,21.0833,64642
2023-02-07,Tuesday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,Before 6 AM,Hyderabad,12.4167,47329
2023-02-12,Sunday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Mumbai,28.3333,17762
2023-01-25,Wednesday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,4.5,39990
2023-01-19,Thursday,Vistara,Economy,Bangalore,After 6 PM,1-stop,After 6 PM,Chennai,24.8333,13911
2023-02-01,Wednesday,Air India,Business,Chennai,After 6 PM,non-stop,After 6 PM,Delhi,2.9167,27952
2023-02-01,Wednesday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,6.25,14232
2023-01-30,Monday,Air India,Economy,Mumbai,6 AM - 12 PM,2+-stop,After 6 PM,Hyderabad,32.5,11142
2023-02-14,Tuesday,Vistara,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,6.9167,11057
2023-02-04,Saturday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,11.25,18797
2023-03-04,Saturday,Vistara,Business,Hyderabad,After 6 PM,1-stop,After 6 PM,Bangalore,26.1667,71352
2023-02-08,Wednesday,Vistara,Premium Economy,Kolkata,After 6 PM,1-stop,After 6 PM,Mumbai,24.25,16809
2023-02-13,Monday,AirAsia,Economy,Hyderabad,After 6 PM,1-stop,6 AM - 12 PM,Chennai,10.8333,3061
2023-02-12,Sunday,Air India,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Hyderabad,2.1667,4764
2023-03-02,Thursday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,Before 6 AM,Delhi,15.3333,11102
2023-01-26,Thursday,Vistara,Premium Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Chennai,6.9167,15531
2023-01-30,Monday,Indigo,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,2.4167,8944
2023-02-03,Friday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,26.1667,4893
2023-02-14,Tuesday,Vistara,Economy,Hyderabad,12 PM - 6 PM,non-stop,12 PM - 6 PM,Mumbai,1.6667,4688
2023-01-28,Saturday,Air India,Business,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,12.25,54879
2023-01-30,Monday,Indigo,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,4.5,12884
2023-03-02,Thursday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,4.5,29793
2023-02-23,Thursday,AirAsia,Economy,Mumbai,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,4.4167,3702
2023-02-23,Thursday,SpiceJet,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,8.3333,6490
2023-02-23,Thursday,Vistara,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Chennai,6.0833,8391
2023-01-16,Monday,Air India,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,7.25,16346
2023-01-20,Friday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,26.9167,12033
2023-02-16,Thursday,Vistara,Business,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,15.6667,68172
2023-02-07,Tuesday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,9.9167,8388
2023-03-01,Wednesday,Vistara,Business,Ahmedabad,After 6 PM,1-stop,After 6 PM,Chennai,26.1667,54388
2023-01-29,Sunday,Vistara,Business,Bangalore,After 6 PM,1-stop,After 6 PM,Kolkata,22.25,59561
2023-02-07,Tuesday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.6667,11897
2023-02-27,Monday,Air India,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,28.25,9195
2023-02-15,Wednesday,Air India,Economy,Kolkata,12 PM - 6 PM,non-stop,After 6 PM,Chennai,2.3333,7557
2023-02-18,Saturday,Vistara,Premium Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,12.8333,14176
2023-03-03,Friday,Vistara,Economy,Ahmedabad,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,11.8333,7661
2023-01-22,Sunday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,14.25,19581
2023-02-01,Wednesday,Air India,Business,Kolkata,After 6 PM,1-stop,After 6 PM,Delhi,23.75,43928
2023-02-05,Sunday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,Before 6 AM,Delhi,18.3333,10875
2023-02-19,Sunday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,1.1667,5713
2023-01-21,Saturday,Indigo,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.4167,9332
2023-03-02,Thursday,GO FIRST,Economy,Ahmedabad,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,10.1667,3700
2023-01-19,Thursday,Air India,Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,8.5833,11057
2023-02-28,Tuesday,Vistara,Premium Economy,Hyderabad,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,14.6667,15699
2023-02-10,Friday,Vistara,Premium Economy,Ahmedabad,Before 6 AM,1-stop,After 6 PM,Delhi,13.0,10899
2023-02-09,Thursday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,2+-stop,12 PM - 6 PM,Hyderabad,28.75,25615
2023-02-28,Tuesday,Vistara,Economy,Delhi,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,5.0833,8759
2023-02-24,Friday,Vistara,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Chennai,12.5,49613
2023-01-26,Thursday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,12.25,13806
2023-01-26,Thursday,Air India,Business,Chennai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,18.4167,49713
2023-01-19,Thursday,Vistara,Economy,Chennai,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Mumbai,26.5833,19305
2023-02-10,Friday,Vistara,Economy,Chennai,12 PM - 6 PM,2+-stop,After 6 PM,Mumbai,6.25,15808
2023-03-03,Friday,Air India,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,8.0,6785
2023-02-24,Friday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.3333,8296
2023-01-18,Wednesday,Indigo,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,4.8333,15460
2023-02-02,Thursday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.75,14188
2023-02-07,Tuesday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,23.1667,7334
2023-02-27,Monday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,15.1667,62045
2023-01-17,Tuesday,GO FIRST,Economy,Delhi,12 PM - 6 PM,non-stop,12 PM - 6 PM,Mumbai,2.1667,5899
2023-02-14,Tuesday,Indigo,Economy,Hyderabad,After 6 PM,1-stop,Before 6 AM,Kolkata,6.8333,11145
2023-03-02,Thursday,Vistara,Business,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,14.3333,51852
2023-02-27,Monday,Vistara,Premium Economy,Bangalore,After 6 PM,1-stop,After 6 PM,Delhi,4.5,10875
2023-02-13,Monday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,10.0833,10801
2023-02-11,Saturday,Vistara,Business,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,17.1667,69997
2023-01-22,Sunday,Air India,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,16.1667,41549
2023-02-02,Thursday,Vistara,Premium Economy,Delhi,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Chennai,21.75,31716
2023-02-27,Monday,GO FIRST,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.0833,6583
2023-02-11,Saturday,Vistara,Business,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Chennai,14.0,56001
2023-02-03,Friday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,15.25,22084
2023-03-06,Monday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Mumbai,2.1667,7278
2023-01-20,Friday,Air India,Business,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Chennai,17.1667,51830
2023-02-08,Wednesday,Air India,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,16.0,12255
2023-03-01,Wednesday,Air India,Business,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Delhi,25.5,48097
2023-02-13,Monday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,12.5833,60703
2023-01-19,Thursday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Mumbai,22.3333,19496
2023-01-29,Sunday,Indigo,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Chennai,6.5,13346
2023-02-23,Thursday,Air India,Economy,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,17.5,13563
2023-02-23,Thursday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,6.5833,6568
2023-01-22,Sunday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,5.1667,25892
2023-02-01,Wednesday,Vistara,Business,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,2.1667,23898
2023-02-05,Sunday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,10.25,29028
2023-02-02,Thursday,Vistara,Economy,Chennai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Hyderabad,16.0,13971
2023-02-01,Wednesday,Vistara,Economy,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Kolkata,22.3333,10258
2023-02-02,Thursday,Vistara,Economy,Delhi,After 6 PM,2+-stop,12 PM - 6 PM,Hyderabad,14.9167,11466
2023-02-19,Sunday,Vistara,Business,Mumbai,After 6 PM,1-stop,After 6 PM,Ahmedabad,22.8333,41549
2023-02-27,Monday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Ahmedabad,22.1667,32684
2023-02-19,Sunday,Vistara,Business,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,12.6667,66608
2023-03-03,Friday,Vistara,Business,Delhi,After 6 PM,non-stop,After 6 PM,Bangalore,2.75,32859
2023-01-26,Thursday,Indigo,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,7.1667,13233
2023-02-26,Sunday,Indigo,Economy,Mumbai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Hyderabad,5.25,6144
2023-02-01,Wednesday,Vistara,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.5833,87021
2023-01-17,Tuesday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,24.5,52023
2023-02-16,Thursday,Vistara,Premium Economy,Delhi,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,21.25,12004
2023-02-17,Friday,Vistara,Business,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,21.1667,58241
2023-02-25,Saturday,Air India,Economy,Mumbai,Before 6 AM,1-stop,After 6 PM,Delhi,14.4167,10479
2023-01-31,Tuesday,Vistara,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.0833,9977
2023-02-18,Saturday,Vistara,Business,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,21.1667,50289
2023-01-29,Sunday,Vistara,Business,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,16.3333,60925
2023-02-18,Saturday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,13.5833,12168
2023-02-01,Wednesday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,14.0,29162
2023-01-23,Monday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,11.4167,13950
2023-02-21,Tuesday,Vistara,Business,Kolkata,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,2.6667,32000
2023-02-10,Friday,Vistara,Premium Economy,Ahmedabad,12 PM - 6 PM,non-stop,After 6 PM,Mumbai,1.5,8681
2023-02-16,Thursday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.4167,6507
2023-02-18,Saturday,Vistara,Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Chennai,23.8333,14926
2023-02-09,Thursday,Vistara,Premium Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,12.6667,15274
2023-02-27,Monday,Vistara,Economy,Kolkata,After 6 PM,2+-stop,After 6 PM,Mumbai,24.0,10239
2023-02-08,Wednesday,Vistara,Business,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,7.4167,66608
2023-03-03,Friday,GO FIRST,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,8.0,7905
2023-02-05,Sunday,Vistara,Business,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,8.0,82601
2023-02-03,Friday,Air India,Economy,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,19.0833,14172
2023-01-19,Thursday,Vistara,Business,Chennai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,19.4167,45905
2023-02-04,Saturday,Vistara,Business,Bangalore,12 PM - 6 PM,1-stop,12 PM - 6 PM,Hyderabad,18.75,56783
2023-02-15,Wednesday,Vistara,Economy,Bangalore,After 6 PM,1-stop,After 6 PM,Hyderabad,22.6667,11328
2023-03-04,Saturday,Air India,Business,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,26.0833,33814
2023-01-27,Friday,Indigo,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,10.0,13777
2023-02-27,Monday,SpiceJet,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,7.25,6990
2023-03-04,Saturday,Vistara,Business,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.25,53712
2023-02-10,Friday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,6 AM - 12 PM,Ahmedabad,24.3333,33881
2023-02-12,Sunday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,6 AM - 12 PM,Delhi,14.6667,15457
2023-02-12,Sunday,Vistara,Premium Economy,Hyderabad,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,19.0833,30662
2023-03-01,Wednesday,Vistara,Premium Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,18.3333,11102
2023-01-19,Thursday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,24.1667,42279
2023-02-12,Sunday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,11.1667,43412
2023-03-03,Friday,Indigo,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.4167,15230
2023-01-18,Wednesday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,12.8333,27437
2023-02-07,Tuesday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.25,10875
2023-01-18,Wednesday,Vistara,Premium Economy,Kolkata,After 6 PM,1-stop,After 6 PM,Chennai,27.9167,23622
2023-02-08,Wednesday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Chennai,15.5,16377
2023-02-02,Thursday,Vistara,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.8333,8948
2023-03-05,Sunday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,10.8333,49460
2023-02-03,Friday,Vistara,Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Ahmedabad,22.8333,11036
2023-02-08,Wednesday,Indigo,Economy,Hyderabad,Before 6 AM,non-stop,6 AM - 12 PM,Delhi,2.4167,5177
2023-02-09,Thursday,Vistara,Business,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,12.25,44304
2023-02-22,Wednesday,Indigo,Economy,Mumbai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Chennai,1.9167,3211
2023-02-02,Thursday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,6.5,4919
2023-03-05,Sunday,Vistara,Premium Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Chennai,11.3333,9833
2023-02-14,Tuesday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,7.4167,14714
2023-02-14,Tuesday,Air India,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,14.0,47545
2023-03-04,Saturday,Vistara,Economy,Kolkata,After 6 PM,1-stop,After 6 PM,Hyderabad,23.4167,14015
2023-01-29,Sunday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,27.0,17570
2023-02-21,Tuesday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,36.5833,17469
2023-01-30,Monday,Indigo,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Kolkata,6.8333,6214
2023-01-25,Wednesday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,10.0,45693
2023-01-31,Tuesday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,Before 6 AM,Hyderabad,12.4167,47329
2023-02-10,Friday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.6667,17054
2023-02-01,Wednesday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,7.4167,4095
2023-01-24,Tuesday,Vistara,Economy,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,13.5833,13362
2023-02-28,Tuesday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,12.1667,54879
2023-02-22,Wednesday,Vistara,Economy,Hyderabad,After 6 PM,2+-stop,After 6 PM,Delhi,20.5,10253
2023-02-18,Saturday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Chennai,12.5833,49613
2023-02-21,Tuesday,Vistara,Business,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,22.8333,58241
2023-02-01,Wednesday,Air India,Business,Chennai,After 6 PM,1-stop,After 6 PM,Bangalore,21.1667,43889
2023-03-03,Friday,Indigo,Economy,Chennai,After 6 PM,1-stop,After 6 PM,Hyderabad,3.9167,10120
2023-01-27,Friday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,12.0,56671
2023-02-01,Wednesday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.4167,10611
2023-01-25,Wednesday,Air India,Business,Mumbai,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,7.5833,50957
2023-01-21,Saturday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,7.75,12615
2023-02-06,Monday,Air India,Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Chennai,21.8333,6683
2023-02-13,Monday,Vistara,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,11.0833,50409
2023-02-18,Saturday,Indigo,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,4.9167,9419
2023-02-08,Wednesday,AirAsia,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Bangalore,8.75,5901
2023-02-02,Thursday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,14.8333,14501
2023-02-12,Sunday,Vistara,Business,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Ahmedabad,23.3333,38209
2023-01-26,Thursday,Indigo,Economy,Hyderabad,Before 6 AM,non-stop,6 AM - 12 PM,Ahmedabad,1.75,7627
